inspection_id,batch_id,production_date,inspection_ts,sample_size,defects_found,outcome,defect_type
I88ad34ad216f,B88ad34ad216f,2021-01-23,2021-01-23 11:06:35.384638274,5,0,PASS,
I6106644e2768,B6106644e2768,2021-01-23,2021-01-23 12:26:47.991060153,5,0,PASS,
I168d00182222,B168d00182222,2021-01-25,2021-01-25 02:14:50.329320475,5,0,PASS,
Ia1ea6b6e5cc0,Ba1ea6b6e5cc0,2021-01-26,2021-01-26 02:04:34.511074806,5,0,PASS,
I77417f717cc6,B77417f717cc6,2021-01-26,2021-01-26 05:13:01.937470668,5,1,PASS,
If317b7392aaf,Bf317b7392aaf,2021-01-26,2021-01-26 02:12:49.282671675,5,0,PASS,
I51728ab6344a,B51728ab6344a,2021-01-28,2021-01-28 03:27:16.078431372,5,0,PASS,
Icb4492b5128d,Bcb4492b5128d,2021-01-28,2021-01-28 03:41:23.137254901,5,0,FAIL,underproofed
If69fbe12fb6a,Bf69fbe12fb6a,2021-01-28,2021-01-28 04:36:54.941700817,5,0,PASS,
I84dc2a87d124,B84dc2a87d124,2021-01-28,2021-01-28 05:24:52.743000506,5,1,PASS,
I2bdf0ef44e8b,B2bdf0ef44e8b,2021-01-28,2021-01-28 02:10:45.099899143,5,0,PASS,
I6f95c102abc1,B6f95c102abc1,2021-01-29,2021-01-29 03:14:30.588235293,5,1,PASS,
I41e16ec8421c,B41e16ec8421c,2021-01-29,2021-01-29 02:12:15.949277823,5,0,PASS,
Icda4dd59afea,Bcda4dd59afea,2021-01-30,2021-01-30 05:22:21.176470588,28,1,PASS,
I192e26c68c0a,B192e26c68c0a,2021-01-30,2021-01-30 06:12:32.941176470,5,0,PASS,
If1596b5c6dd0,Bf1596b5c6dd0,2021-01-30,2021-01-30 06:58:49.411764705,5,0,PASS,
I8ccd0e6a9d4c,B8ccd0e6a9d4c,2021-01-30,2021-01-30 13:33:38.379178657,5,0,PASS,
If55ab898f43d,Bf55ab898f43d,2021-01-30,2021-01-30 02:47:42.098040053,5,1,PASS,
I4ab96926c941,B4ab96926c941,2021-01-30,2021-01-30 02:04:42.352941176,5,0,PASS,
I3e65a4b390fb,B3e65a4b390fb,2021-02-01,2021-02-01 02:06:41.308256680,5,0,FAIL,colour
Iae83abcb078e,Bae83abcb078e,2021-02-02,2021-02-02 03:15:17.647058823,10,0,PASS,
Ib0b4e8af3a01,Bb0b4e8af3a01,2021-02-02,2021-02-02 03:34:07.058823528,5,1,PASS,
I921f36691669,B921f36691669,2021-02-02,2021-02-02 04:52:33.841211293,5,0,PASS,
I3752c238e08a,B3752c238e08a,2021-02-04,2021-02-04 03:11:22.352941176,9,1,PASS,
Ia6bdf1d7b9fd,Ba6bdf1d7b9fd,2021-02-04,2021-02-04 05:05:14.102332496,5,0,PASS,
I5b3b0c84c3d4,B5b3b0c84c3d4,2021-02-04,2021-02-04 06:06:56.107272403,5,1,PASS,
Iad223b7ab6b3,Bad223b7ab6b3,2021-02-04,2021-02-04 02:12:26.406746757,5,0,PASS,
Id33ef659febf,Bd33ef659febf,2021-02-05,2021-02-05 03:52:56.470588234,5,0,PASS,
I1e0248beac40,B1e0248beac40,2021-02-05,2021-02-05 04:32:28.288280829,5,0,PASS,
I40f3ceaf5b68,B40f3ceaf5b68,2021-02-05,2021-02-05 02:13:13.466012071,5,0,PASS,
I43a66cebf04f,B43a66cebf04f,2021-02-05,2021-02-05 05:10:07.111810240,5,0,PASS,
I4a70350fafbd,B4a70350fafbd,2021-02-05,2021-02-05 05:59:05.549195416,5,0,PASS,
I21c51f307eac,B21c51f307eac,2021-02-06,2021-02-06 02:45:51.639952014,5,0,PASS,
I0093f17195a9,B0093f17195a9,2021-02-06,2021-02-06 02:49:30.464798427,5,0,PASS,
I9d7e56ad7d96,B9d7e56ad7d96,2021-02-06,2021-02-06 09:57:34.065240356,5,0,PASS,
I8bad07ec6859,B8bad07ec6859,2021-02-06,2021-02-06 03:03:37.524917045,5,0,PASS,
Ic32cec165023,Bc32cec165023,2021-02-08,2021-02-08 04:10:39.811118729,5,0,PASS,
I7ff0c266dfc0,B7ff0c266dfc0,2021-02-08,2021-02-08 02:07:03.529411764,5,0,PASS,
Ie2c498e98ee4,Be2c498e98ee4,2021-02-09,2021-02-09 03:07:27.058823529,9,0,PASS,
I8ad14e363e56,B8ad14e363e56,2021-02-09,2021-02-09 05:14:06.934370834,5,0,PASS,
Ie6a9a0a5572a,Be6a9a0a5572a,2021-02-09,2021-02-09 06:25:10.533676468,5,0,PASS,
Id580e1c07271,Bd580e1c07271,2021-02-09,2021-02-09 02:10:13.073479994,5,0,PASS,
Ibe3deda5dfc2,Bbe3deda5dfc2,2021-02-09,2021-02-09 07:10:21.157236237,5,0,PASS,
Ife2f7f0c9ea6,Bfe2f7f0c9ea6,2021-02-09,2021-02-09 02:11:45.882352941,5,0,PASS,
I296c6978ee1e,B296c6978ee1e,2021-02-11,2021-02-11 03:26:16.470588234,5,0,PASS,
Idd8e4a286468,Bdd8e4a286468,2021-02-11,2021-02-11 02:10:32.681757855,5,0,PASS,
Ib7783f0c483d,Bb7783f0c483d,2021-02-11,2021-02-11 04:48:14.064353669,5,1,PASS,
Ia8866042d691,Ba8866042d691,2021-02-11,2021-02-11 02:02:21.176470588,5,1,PASS,
I218a4f29ae88,B218a4f29ae88,2021-02-12,2021-02-12 02:08:37.648148151,5,0,PASS,
I566fe957be91,B566fe957be91,2021-02-12,2021-02-12 04:09:25.609112468,5,0,PASS,
I0d5f21e52301,B0d5f21e52301,2021-02-12,2021-02-12 04:58:47.213064394,5,0,PASS,
Id8312fd8d508,Bd8312fd8d508,2021-02-12,2021-02-12 05:38:44.004242828,5,1,PASS,
I9901dde2334b,B9901dde2334b,2021-02-12,2021-02-12 02:11:52.419545311,5,0,PASS,
I943e6cf1b89d,B943e6cf1b89d,2021-02-13,2021-02-13 08:38:25.961207591,5,0,PASS,
I39e2da8c9c57,B39e2da8c9c57,2021-02-13,2021-02-13 10:13:21.297042056,5,0,PASS,
I3577c0620add,B3577c0620add,2021-02-13,2021-02-13 15:20:53.835089089,5,0,PASS,
I4cb79bf1def1,B4cb79bf1def1,2021-02-13,2021-02-13 15:42:45.256209261,5,0,PASS,
I62a89530b597,B62a89530b597,2021-02-13,2021-02-13 16:20:24.079738672,5,0,PASS,
I343a5a73ac1f,B343a5a73ac1f,2021-02-16,2021-02-16 05:04:34.296021644,5,0,PASS,
I562c1b322ce2,B562c1b322ce2,2021-02-16,2021-02-16 05:20:39.055501746,5,0,PASS,
I973f18d704ea,B973f18d704ea,2021-02-16,2021-02-16 06:10:50.820207629,5,0,PASS,
I13e4a7c965c4,B13e4a7c965c4,2021-02-16,2021-02-16 02:11:45.882352941,5,0,PASS,
I3b571e663dde,B3b571e663dde,2021-02-18,2021-02-18 03:56:04.705882352,5,0,PASS,
Icb10cce4bd92,Bcb10cce4bd92,2021-02-18,2021-02-18 02:04:42.352941176,5,0,PASS,
I114e727cc6f8,B114e727cc6f8,2021-02-19,2021-02-19 02:07:32.943273430,5,0,PASS,
I377054bbb5b0,B377054bbb5b0,2021-02-19,2021-02-19 03:59:12.941176470,5,0,PASS,
I033ced35b95b,B033ced35b95b,2021-02-19,2021-02-19 02:12:07.453077351,5,0,PASS,
I5eaa4b09dad3,B5eaa4b09dad3,2021-02-19,2021-02-19 05:26:41.719978541,5,0,PASS,
Ib3d3edee7695,Bb3d3edee7695,2021-02-19,2021-02-19 02:15:20.917307158,5,0,FAIL,misshapen
I397fabedefc5,B397fabedefc5,2021-02-20,2021-02-20 02:54:38.570985961,5,0,PASS,
I021dad81165c,B021dad81165c,2021-02-20,2021-02-20 11:55:16.138675485,5,0,PASS,
Id3776fe760df,Bd3776fe760df,2021-02-20,2021-02-20 03:07:45.500506662,5,1,PASS,
If89e00dc21f4,Bf89e00dc21f4,2021-02-22,2021-02-22 04:47:03.529411764,5,0,PASS,
I600c8da6de17,B600c8da6de17,2021-02-22,2021-02-22 05:26:32.156862744,5,0,PASS,
I6376eeccc71f,B6376eeccc71f,2021-02-22,2021-02-22 02:19:09.022340244,5,0,PASS,
I36195f8e99f6,B36195f8e99f6,2021-02-22,2021-02-22 07:34:27.795704312,5,1,PASS,
Ib139a560f5eb,Bb139a560f5eb,2021-02-22,2021-02-22 02:22:51.245449464,5,1,PASS,
Ifdc08a64be72,Bfdc08a64be72,2021-02-22,2021-02-22 02:11:45.882352941,5,0,PASS,
I74bc44f4db5f,B74bc44f4db5f,2021-02-23,2021-02-23 02:19:09.022022523,5,1,PASS,
I3351bd6951c4,B3351bd6951c4,2021-02-23,2021-02-23 04:47:50.588235293,5,0,PASS,
I3cfcbb65e3ec,B3cfcbb65e3ec,2021-02-23,2021-02-23 05:28:50.196078431,5,0,PASS,
Ic86949a39d71,Bc86949a39d71,2021-02-23,2021-02-23 02:22:01.571308410,5,0,PASS,
I5d4706cdfd5b,B5d4706cdfd5b,2021-02-25,2021-02-25 02:16:53.727777788,5,0,PASS,
Ie791c605db57,Be791c605db57,2021-02-25,2021-02-25 06:51:27.054756741,5,1,PASS,
I7dfc0bb08548,B7dfc0bb08548,2021-02-25,2021-02-25 02:21:10.588235294,5,0,PASS,
Id89ec2b5add3,Bd89ec2b5add3,2021-02-25,2021-02-25 08:47:00.227753368,5,0,PASS,
Ia3b354e7ba69,Ba3b354e7ba69,2021-02-26,2021-02-26 02:21:38.043091883,5,1,PASS,
I3356c389ca57,B3356c389ca57,2021-02-26,2021-02-26 05:22:21.176470587,5,0,PASS,
I34942bb94896,B34942bb94896,2021-02-26,2021-02-26 02:27:25.429090028,5,0,PASS,
I7157dda88613,B7157dda88613,2021-02-26,2021-02-26 02:33:09.220409726,5,0,PASS,
I2501f5eb875d,B2501f5eb875d,2021-02-27,2021-02-27 12:11:45.882352941,50,3,PASS,
I6cdfb714b6f4,B6cdfb714b6f4,2021-02-27,2021-02-27 03:33:40.539365204,5,0,PASS,
I5372eaa543fe,B5372eaa543fe,2021-02-27,2021-02-27 22:29:19.240460680,5,0,PASS,
I3c914cf693f5,B3c914cf693f5,2021-02-27,2021-02-27 03:41:53.350111190,5,0,PASS,
I089a7c4984b9,B089a7c4984b9,2021-02-27,2021-02-27 03:44:02.762075605,5,0,PASS,
If04278313781,Bf04278313781,2021-03-01,2021-03-01 05:06:39.999999999,5,0,PASS,
I0b4ebea0a459,B0b4ebea0a459,2021-03-01,2021-03-01 05:50:16.470588234,5,0,PASS,
I52d6a69f57d9,B52d6a69f57d9,2021-03-01,2021-03-01 02:17:49.937105634,5,0,FAIL,underweight
I0f01fc118b5f,B0f01fc118b5f,2021-03-02,2021-03-02 05:30:58.823529411,5,1,FAIL,underproofed
Ieb7896997c9f,Beb7896997c9f,2021-03-02,2021-03-02 02:09:03.138907051,5,0,PASS,
I92852b3e468e,B92852b3e468e,2021-03-02,2021-03-02 06:15:31.826523712,5,0,PASS,
Ifef4d8dcf79d,Bfef4d8dcf79d,2021-03-02,2021-03-02 07:16:53.573199289,5,0,PASS,
Ic39d919c489d,Bc39d919c489d,2021-03-02,2021-03-02 09:26:33.965356152,5,0,PASS,
Ib3aeb7cbc002,Bb3aeb7cbc002,2021-03-02,2021-03-02 02:21:10.588235294,5,0,PASS,
I612aef78f495,B612aef78f495,2021-03-04,2021-03-04 06:38:14.930580135,5,1,PASS,
Iff55e3fa01e3,Bff55e3fa01e3,2021-03-04,2021-03-04 08:31:23.264136792,5,1,PASS,
I5e242b940286,B5e242b940286,2021-03-04,2021-03-04 02:20:01.963938324,5,0,PASS,
I858488086455,B858488086455,2021-03-04,2021-03-04 09:41:06.128151223,5,1,PASS,
I1c6077845205,B1c6077845205,2021-03-04,2021-03-04 02:16:28.235294117,5,0,PASS,
I9f630e7827a0,B9f630e7827a0,2021-03-04,2021-03-04 02:22:23.140408912,5,0,PASS,
Ia9f47e3473ee,Ba9f47e3473ee,2021-03-05,2021-03-05 04:30:35.294117647,18,0,PASS,
I23237c5dd4d4,B23237c5dd4d4,2021-03-05,2021-03-05 05:05:05.882352941,5,0,PASS,
I15731ead8390,B15731ead8390,2021-03-05,2021-03-05 07:08:37.842361828,5,0,FAIL,misshapen
I30783bfd8177,B30783bfd8177,2021-03-05,2021-03-05 08:26:32.191829042,5,0,PASS,
I601aca35e65d,B601aca35e65d,2021-03-05,2021-03-05 02:17:01.571048182,5,0,PASS,
Iafa4f82829d3,Bafa4f82829d3,2021-03-05,2021-03-05 02:18:27.845691126,5,0,PASS,
If0d331dfadd9,Bf0d331dfadd9,2021-03-06,2021-03-06 14:56:39.424806264,5,0,PASS,
Idc97a7e04a48,Bdc97a7e04a48,2021-03-06,2021-03-06 19:27:21.762361624,5,0,PASS,
Id9ce99e2e024,Bd9ce99e2e024,2021-03-06,2021-03-06 20:51:45.349175659,5,0,PASS,
I0c438698fa72,B0c438698fa72,2021-03-06,2021-03-06 03:17:26.156618148,5,0,PASS,
Ibaf9188a4f68,Bbaf9188a4f68,2021-03-06,2021-03-06 03:18:52.431261092,5,0,PASS,
I2296e167a00e,B2296e167a00e,2021-03-08,2021-03-08 02:05:29.413289767,5,0,PASS,
Ia30cf8690d94,Ba30cf8690d94,2021-03-08,2021-03-08 05:50:06.822948165,5,0,FAIL,misshapen
I0937c10a16ef,B0937c10a16ef,2021-03-09,2021-03-09 02:07:19.217719689,5,0,PASS,
I2aee5f6c5ca2,B2aee5f6c5ca2,2021-03-09,2021-03-09 02:21:10.588235294,5,0,PASS,
Icd6c661f9ce8,Bcd6c661f9ce8,2021-03-09,2021-03-09 06:24:03.085824630,5,0,PASS,
Ib44719b0c17e,Bb44719b0c17e,2021-03-09,2021-03-09 07:01:41.909354041,5,0,PASS,
I33a7fbaf527d,B33a7fbaf527d,2021-03-11,2021-03-11 05:42:29.249626093,5,0,PASS,
Ida55a8f76b7b,Bda55a8f76b7b,2021-03-11,2021-03-11 06:24:19.053547662,5,0,PASS,
I2ac0d7775f3f,B2ac0d7775f3f,2021-03-12,2021-03-12 02:08:41.571042131,5,0,PASS,
I669a57228a92,B669a57228a92,2021-03-12,2021-03-12 04:10:58.823529411,5,0,PASS,
I771c02bbf3da,B771c02bbf3da,2021-03-12,2021-03-12 07:33:27.736638548,5,0,PASS,
Iff4f5e9975e7,Bff4f5e9975e7,2021-03-12,2021-03-12 08:48:45.383697372,5,1,PASS,
I3fa38741fce2,B3fa38741fce2,2021-03-13,2021-03-13 02:54:50.203957915,8,0,PASS,
I8a954b5ff826,B8a954b5ff826,2021-03-13,2021-03-13 12:05:08.739625010,5,0,PASS,
I762d6412d7ff,B762d6412d7ff,2021-03-13,2021-03-13 14:59:33.602039263,5,0,PASS,
Iba1ca61bb8f0,Bba1ca61bb8f0,2021-03-13,2021-03-13 17:12:34.778509851,5,0,PASS,
Ie43603d5d823,Be43603d5d823,2021-03-13,2021-03-13 18:20:33.255974927,5,1,PASS,
I64f57856ecb4,B64f57856ecb4,2021-03-13,2021-03-13 18:44:23.897196933,5,0,PASS,
I227ccab2fccb,B227ccab2fccb,2021-03-13,2021-03-13 03:29:24.980569493,5,0,PASS,
I55233abba91e,B55233abba91e,2021-03-13,2021-03-13 03:30:51.255212437,5,0,PASS,
Ica5bfc03cc3a,Bca5bfc03cc3a,2021-03-15,2021-03-15 05:42:18.383939606,5,0,PASS,
I20523e0745a0,B20523e0745a0,2021-03-15,2021-03-15 02:11:45.882352941,5,0,PASS,
I9ec12b0e9b03,B9ec12b0e9b03,2021-03-16,2021-03-16 02:06:51.766612209,5,0,PASS,
I69164e206cb1,B69164e206cb1,2021-03-16,2021-03-16 04:21:57.647058822,5,0,PASS,
I703612dec5ae,B703612dec5ae,2021-03-16,2021-03-16 04:42:21.176470587,5,0,PASS,
I560f7f34eb10,B560f7f34eb10,2021-03-16,2021-03-16 02:28:14.117647058,5,0,PASS,
I92808b3f88d5,B92808b3f88d5,2021-03-16,2021-03-16 06:49:04.525935652,5,0,PASS,
I9d2e6adb90ce,B9d2e6adb90ce,2021-03-18,2021-03-18 03:13:43.529411764,8,0,PASS,
I25c301c9b976,B25c301c9b976,2021-03-18,2021-03-18 03:30:58.823529411,5,0,PASS,
I055c7a47cb1d,B055c7a47cb1d,2021-03-18,2021-03-18 03:45:52.941176469,5,0,PASS,
I40a314da6289,B40a314da6289,2021-03-18,2021-03-18 02:06:02.746378000,5,1,PASS,
I589f78983fad,B589f78983fad,2021-03-18,2021-03-18 04:35:47.897721033,5,0,PASS,
I2aef623905dd,B2aef623905dd,2021-03-18,2021-03-18 04:54:33.450447819,5,0,PASS,
I3b64d6ed9ca1,B3b64d6ed9ca1,2021-03-19,2021-03-19 03:42:44.705882352,5,1,PASS,
Ifc924d52da74,Bfc924d52da74,2021-03-19,2021-03-19 04:14:43.655837998,5,1,PASS,
Iddb0338b32d5,Bddb0338b32d5,2021-03-19,2021-03-19 02:23:54.905974419,5,0,PASS,
Ieb495e193833,Beb495e193833,2021-03-19,2021-03-19 06:30:03.727929924,5,0,PASS,
I48e9bc67d09f,B48e9bc67d09f,2021-03-20,2021-03-20 12:38:12.597233233,5,0,PASS,
I3bf9c49546e7,B3bf9c49546e7,2021-03-20,2021-03-20 13:58:22.698445779,5,1,PASS,
Ie681382586dd,Be681382586dd,2021-03-20,2021-03-20 16:12:56.148560439,5,0,PASS,
I78ce813ba2ab,B78ce813ba2ab,2021-03-20,2021-03-20 17:19:51.834834948,5,0,PASS,
I489fd7fbd33a,B489fd7fbd33a,2021-03-20,2021-03-20 02:54:42.492882395,5,0,PASS,
I4d18705ae7b9,B4d18705ae7b9,2021-03-20,2021-03-20 19:25:40.235441695,5,0,PASS,
Ie9e50287cfe5,Be9e50287cfe5,2021-03-20,2021-03-20 02:59:15.695918384,5,1,PASS,
I01223418702a,B01223418702a,2021-03-22,2021-03-22 02:11:58.955633225,5,0,FAIL,underproofed
I38e5f0692fed,B38e5f0692fed,2021-03-23,2021-03-23 03:51:22.352941176,5,1,PASS,
I0110c5aa999f,B0110c5aa999f,2021-03-23,2021-03-23 02:09:12.288651863,5,0,PASS,
I635a7da7e093,B635a7da7e093,2021-03-23,2021-03-23 05:12:50.271142939,5,0,PASS,
I894ff53c2ec9,B894ff53c2ec9,2021-03-25,2021-03-25 03:52:09.411764705,14,2,PASS,
Icd5a7cdb1328,Bcd5a7cdb1328,2021-03-25,2021-03-25 02:25:52.941176470,5,0,PASS,
I3cfc900785ca,B3cfc900785ca,2021-03-25,2021-03-25 06:22:48.794938523,5,0,PASS,
Ib894702e0e35,Bb894702e0e35,2021-03-25,2021-03-25 06:38:53.554418625,5,0,PASS,
I56c65016e999,B56c65016e999,2021-03-25,2021-03-25 02:10:23.530631207,5,0,PASS,
I8965d3d34f5a,B8965d3d34f5a,2021-03-26,2021-03-26 02:19:29.611014295,5,0,PASS,
Ie2692537046c,Be2692537046c,2021-03-26,2021-03-26 02:21:39.022978710,5,0,PASS,
Id12f3403751f,Bd12f3403751f,2021-03-26,2021-03-26 07:35:17.314155318,5,0,PASS,
Ia1be309e6542,Ba1be309e6542,2021-03-27,2021-03-27 14:54:34.254208714,5,0,PASS,
I874e1a3074ae,B874e1a3074ae,2021-03-27,2021-03-27 15:26:43.773168918,5,1,PASS,
I8ef7edb268be,B8ef7edb268be,2021-03-27,2021-03-27 02:47:23.929271581,5,1,PASS,
I4baeb7d22fe1,B4baeb7d22fe1,2021-03-27,2021-03-27 02:48:50.203914524,5,0,FAIL,underproofed
I7a96738e08a3,B7a96738e08a3,2021-03-29,2021-03-29 04:38:25.882352940,5,0,PASS,
I22a66bc5629c,B22a66bc5629c,2021-03-29,2021-03-29 02:07:03.529411764,5,0,PASS,
I03fada9890bf,B03fada9890bf,2021-03-30,2021-03-30 06:01:23.319718586,5,0,PASS,
Ib88a8c51cebf,Bb88a8c51cebf,2021-03-30,2021-03-30 02:13:10.197930290,5,0,PASS,
Ifb7c05476f11,Bfb7c05476f11,2021-03-30,2021-03-30 06:34:51.162855841,5,1,PASS,
I6b49f4b99889,B6b49f4b99889,2021-03-30,2021-03-30 07:18:48.459094903,5,0,PASS,
I29b6d31eea30,B29b6d31eea30,2021-03-30,2021-03-30 02:16:10.590220292,5,0,PASS,
Ia627e558cd24,Ba627e558cd24,2021-04-01,2021-04-01 02:08:04.314742197,5,0,FAIL,underweight
If97a91880c4b,Bf97a91880c4b,2021-04-01,2021-04-01 02:10:13.726706612,5,0,PASS,
I36d8318548dd,B36d8318548dd,2021-04-01,2021-04-01 02:15:31.374412981,5,0,FAIL,colour
